,video_id,time,event,event_attributes
4229,3c993bd2_1,618.0599999999998,end_challenge,['opponent_dispossessed']
5368,3c993bd2_1,620.0125627546713,end,
5369,3c993bd2_1,620.9404813424007,start,
4230,3c993bd2_1,621.2750000000003,start_play,"['pass', 'openplay']"
4231,3c993bd2_1,621.4250000000004,end_play,"['pass', 'openplay']"
5371,3c993bd2_1,623.4404813424007,end,
5372,3c993bd2_1,633.5304786229135,start,
4232,3c993bd2_1,635.4350000000002,start_play,"['pass', 'freekick']"
4233,3c993bd2_1,635.5850000000003,end_play,"['pass', 'freekick']"
5374,3c993bd2_1,636.0304786229135,end,
5375,3c993bd2_1,638.1477498534487,start,
4234,3c993bd2_1,639.675,start_play,"['pass', 'openplay']"
4235,3c993bd2_1,639.825,end_play,"['pass', 'openplay']"
5377,3c993bd2_1,640.6477498534487,end,
5378,3c993bd2_1,643.3890029996692,start,
4236,3c993bd2_1,645.1549999999995,start_play,"['pass', 'openplay']"
4237,3c993bd2_1,645.3049999999996,end_play,"['pass', 'openplay']"
5380,3c993bd2_1,645.8890029996692,end,
5381,3c993bd2_1,647.4540874648119,start,
4238,3c993bd2_1,648.3150000000003,start_play,"['pass', 'openplay']"
4239,3c993bd2_1,648.4650000000004,end_play,"['pass', 'openplay']"
4240,3c993bd2_1,651.3150000000003,start_play,"['pass', 'openplay']"
4241,3c993bd2_1,651.4650000000004,end_play,"['pass', 'openplay']"
5384,3c993bd2_1,652.0131918584048,end,
5385,3c993bd2_1,656.0370002668351,start,
4242,3c993bd2_1,656.9599999999997,start_challenge,['opponent_rounded']
4243,3c993bd2_1,657.2599999999996,end_challenge,['opponent_rounded']
5387,3c993bd2_1,658.5370002668351,end,
5388,3c993bd2_1,659.7807737005687,start,
4244,3c993bd2_1,661.1549999999995,start_play,"['pass', 'openplay']"
4245,3c993bd2_1,661.3049999999996,end_play,"['pass', 'openplay']"
5390,3c993bd2_1,662.2807737005687,end,
5391,3c993bd2_1,663.9721560032904,start,
4246,3c993bd2_1,664.4750000000001,start_play,"['pass', 'openplay']"
4247,3c993bd2_1,664.6250000000002,end_play,"['pass', 'openplay']"
5393,3c993bd2_1,666.4721560032904,end,
5394,3c993bd2_1,670.06813727807,start,
4248,3c993bd2_1,670.9549999999997,start_play,"['pass', 'openplay']"
4249,3c993bd2_1,671.1049999999998,end_play,"['pass', 'openplay']"
5396,3c993bd2_1,672.56813727807,end,
5397,3c993bd2_1,676.5972000687752,start,
4250,3c993bd2_1,678.1549999999995,start_throwin,['pass']
4251,3c993bd2_1,678.3049999999996,end_throwin,['pass']
5399,3c993bd2_1,679.0972000687752,end,
5400,3c993bd2_1,680.3767917118948,start,
4252,3c993bd2_1,681.3200000000003,start_challenge,['challenge_during_ball_transfer']
4253,3c993bd2_1,681.6200000000002,end_challenge,['challenge_during_ball_transfer']
5402,3c993bd2_1,682.8767917118948,end,
5403,3c993bd2_1,719.7140400075014,start,
4254,3c993bd2_1,720.3200000000003,start_challenge,['ball_action_forced']
4255,3c993bd2_1,720.6200000000002,end_challenge,['ball_action_forced']
5405,3c993bd2_1,722.2140400075014,end,
5406,3c993bd2_1,723.508748179609,start,
4256,3c993bd2_1,723.9199999999997,start_challenge,['fouled']
4257,3c993bd2_1,724.2199999999997,end_challenge,['fouled']
5408,3c993bd2_1,726.008748179609,end,
5409,3c993bd2_1,844.9042550540653,start,
4258,3c993bd2_1,846.1549999999995,start_play,"['pass', 'openplay']"
4259,3c993bd2_1,846.3049999999996,end_play,"['pass', 'openplay']"
4260,3c993bd2_1,847.9999999999997,start_challenge,['fouled']
4261,3c993bd2_1,848.2999999999996,end_challenge,['fouled']
5412,3c993bd2_1,849.5799191596252,end,
5413,3c993bd2_1,875.8723028906406,start,
4262,3c993bd2_1,877.4750000000001,start_play,"['cross', 'freekick']"
4263,3c993bd2_1,877.6250000000002,end_play,"['cross', 'freekick']"
5415,3c993bd2_1,878.3723028906406,end,
5416,3c993bd2_1,878.6784475927088,start,
4264,3c993bd2_1,879.7149999999999,start_play,"['pass', 'openplay']"
4265,3c993bd2_1,879.865,end_play,"['pass', 'openplay']"
5418,3c993bd2_1,881.1784475927088,end,
5419,3c993bd2_1,923.297647404166,start,
4266,3c993bd2_1,924.795,start_play,"['cross', 'corner']"
4267,3c993bd2_1,924.945,end_play,"['cross', 'corner']"
4268,3c993bd2_1,926.0799999999996,start_challenge,['ball_action_forced']
4269,3c993bd2_1,926.3799999999995,end_challenge,['ball_action_forced']
5422,3c993bd2_1,927.9788995237732,end,
5423,3c993bd2_1,955.5824497518324,start,
4270,3c993bd2_1,956.7149999999999,start_throwin,['cross']
4271,3c993bd2_1,956.865,end_throwin,['cross']
4272,3c993bd2_1,958.3200000000004,start_challenge,['ball_action_forced']
4273,3c993bd2_1,958.6200000000003,end_challenge,['ball_action_forced']
5426,3c993bd2_1,960.3505236201772,end,
5427,3c993bd2_1,963.4569626918455,start,
4274,3c993bd2_1,964.9149999999997,start_play,"['pass', 'openplay']"
4275,3c993bd2_1,965.0649999999998,end_play,"['pass', 'openplay']"
5429,3c993bd2_1,965.9569626918455,end,
5430,3c993bd2_1,967.7410699032552,start,
4276,3c993bd2_1,968.1950000000004,start_play,"['pass', 'openplay']"
4277,3c993bd2_1,968.3450000000005,end_play,"['pass', 'openplay']"
5432,3c993bd2_1,970.2410699032552,end,
5433,3c993bd2_1,973.1959415296216,start,
4278,3c993bd2_1,973.755,start_play,"['pass', 'openplay']"
4279,3c993bd2_1,973.9050000000001,end_play,"['pass', 'openplay']"
5435,3c993bd2_1,975.6959415296216,end,
5436,3c993bd2_1,982.0527735031584,start,
4280,3c993bd2_1,983.9949999999995,start_play,"['pass', 'openplay']"
4281,3c993bd2_1,984.1449999999996,end_play,"['pass', 'openplay']"
5438,3c993bd2_1,984.5527735031584,end,
5439,3c993bd2_1,985.5211922912368,start,
4282,3c993bd2_1,987.1150000000004,start_play,"['pass', 'openplay']"
4283,3c993bd2_1,987.2650000000004,end_play,"['pass', 'openplay']"
5441,3c993bd2_1,988.0211922912368,end,
5442,3c993bd2_1,988.107517194685,start,
4284,3c993bd2_1,989.0749999999996,start_play,"['pass', 'openplay']"
4285,3c993bd2_1,989.2249999999997,end_play,"['pass', 'openplay']"
4286,3c993bd2_1,992.1549999999995,start_play,"['pass', 'openplay']"
4287,3c993bd2_1,992.3049999999996,end_play,"['pass', 'openplay']"
5445,3c993bd2_1,992.807867410862,end,
5446,3c993bd2_1,996.2221102264012,start,
4288,3c993bd2_1,997.3550000000004,start_play,"['cross', 'openplay']"
4289,3c993bd2_1,997.5050000000005,end_play,"['cross', 'openplay']"
5448,3c993bd2_1,998.7221102264012,end,
5449,3c993bd2_1,1001.6281657935506,start,
4290,3c993bd2_1,1002.3950000000003,start_play,"['pass', 'openplay']"
4291,3c993bd2_1,1002.5450000000004,end_play,"['pass', 'openplay']"
5451,3c993bd2_1,1004.1281657935506,end,
5452,3c993bd2_1,1006.206874617943,start,
4292,3c993bd2_1,1006.9999999999997,start_challenge,['opponent_dispossessed']
4293,3c993bd2_1,1007.2999999999996,end_challenge,['opponent_dispossessed']
5454,3c993bd2_1,1008.706874617943,end,
5455,3c993bd2_1,1008.908053528562,start,
4294,3c993bd2_1,1009.7999999999998,start_challenge,['fouled']
4295,3c993bd2_1,1010.0999999999998,end_challenge,['fouled']
5457,3c993bd2_1,1011.408053528562,end,
5458,3c993bd2_1,1037.7529542121756,start,
4296,3c993bd2_1,1038.555,start_play,"['pass', 'openplay']"
4297,3c993bd2_1,1038.7050000000002,end_play,"['pass', 'openplay']"
4298,3c993bd2_1,1041.0349999999996,start_play,"['pass', 'openplay']"
4299,3c993bd2_1,1041.1849999999997,end_play,"['pass', 'openplay']"
4300,3c993bd2_1,1042.3950000000004,start_play,"['pass', 'openplay']"
4301,3c993bd2_1,1042.5450000000005,end_play,"['pass', 'openplay']"
5462,3c993bd2_1,1044.388695790076,end,
5463,3c993bd2_1,1046.664699097153,start,
4302,3c993bd2_1,1047.1950000000004,start_play,"['pass', 'openplay']"
4303,3c993bd2_1,1047.3450000000005,end_play,"['pass', 'openplay']"
4304,3c993bd2_1,1049.4399999999998,start_challenge,['ball_action_forced']
4305,3c993bd2_1,1049.74,end_challenge,['ball_action_forced']
4306,3c993bd2_1,1051.835,start_play,"['pass', 'openplay']"
4307,3c993bd2_1,1051.9850000000001,end_play,"['pass', 'openplay']"
5467,3c993bd2_1,1052.919703469437,end,
5468,3c993bd2_1,1054.62139993861,start,
4308,3c993bd2_1,1056.595,start_play,"['pass', 'openplay']"
4309,3c993bd2_1,1056.7450000000001,end_play,"['pass', 'openplay']"
5470,3c993bd2_1,1057.12139993861,end,
5471,3c993bd2_1,1059.2975726092563,start,
4310,3c993bd2_1,1060.0400000000004,start_challenge,['opponent_dispossessed']
4311,3c993bd2_1,1060.3400000000006,end_challenge,['opponent_dispossessed']
5473,3c993bd2_1,1061.7975726092563,end,
5474,3c993bd2_1,1061.983402975964,start,
4312,3c993bd2_1,1063.9949999999997,start_play,"['pass', 'openplay']"
4313,3c993bd2_1,1064.1449999999998,end_play,"['pass', 'openplay']"
5476,3c993bd2_1,1064.483402975964,end,
5477,3c993bd2_1,1069.3000810318829,start,
4314,3c993bd2_1,1070.3200000000004,start_challenge,['opponent_dispossessed']
4315,3c993bd2_1,1070.6200000000006,end_challenge,['opponent_dispossessed']
4316,3c993bd2_1,1071.7549999999999,start_play,"['pass', 'openplay']"
4317,3c993bd2_1,1071.905,end_play,"['pass', 'openplay']"
5480,3c993bd2_1,1073.88638241859,end,
5481,3c993bd2_1,1087.5621407265562,start,
4318,3c993bd2_1,1089.4350000000002,start_throwin,['pass']
4319,3c993bd2_1,1089.5850000000003,end_throwin,['pass']
5483,3c993bd2_1,1090.0621407265562,end,
5484,3c993bd2_1,1090.397130786362,start,
4320,3c993bd2_1,1091.4350000000002,start_play,"['pass', 'openplay']"
4321,3c993bd2_1,1091.5850000000003,end_play,"['pass', 'openplay']"
5486,3c993bd2_1,1092.897130786362,end,
5487,3c993bd2_1,1094.731395615745,start,
4322,3c993bd2_1,1095.8399999999997,start_challenge,['ball_action_forced']
4323,3c993bd2_1,1096.1399999999999,end_challenge,['ball_action_forced']
5489,3c993bd2_1,1097.231395615745,end,
5490,3c993bd2_1,1103.2724386733807,start,
4324,3c993bd2_1,1104.6399999999999,start_challenge,['ball_action_forced']
4325,3c993bd2_1,1104.94,end_challenge,['ball_action_forced']
5492,3c993bd2_1,1105.7724386733807,end,
5493,3c993bd2_1,1106.827792800028,start,
4326,3c993bd2_1,1107.7199999999998,start_challenge,['fouled']
4327,3c993bd2_1,1108.02,end_challenge,['fouled']
5495,3c993bd2_1,1109.327792800028,end,
5496,3c993bd2_1,1146.7244155119888,start,
4328,3c993bd2_1,1148.2750000000003,start_play,"['pass', 'freekick']"
4329,3c993bd2_1,1148.4250000000004,end_play,"['pass', 'freekick']"
4330,3c993bd2_1,1150.8749999999998,start_play,"['pass', 'openplay']"
4331,3c993bd2_1,1151.0249999999999,end_play,"['pass', 'openplay']"
5499,3c993bd2_1,1151.706574914415,end,
5500,3c993bd2_1,1154.046695496656,start,
4332,3c993bd2_1,1155.8749999999998,start_play,"['pass', 'openplay']"
4333,3c993bd2_1,1156.0249999999999,end_play,"['pass', 'openplay']"
5502,3c993bd2_1,1156.546695496656,end,
5503,3c993bd2_1,1157.111825122107,start,
4334,3c993bd2_1,1157.9949999999997,start_play,"['pass', 'openplay']"
4335,3c993bd2_1,1158.1449999999998,end_play,"['pass', 'openplay']"
5505,3c993bd2_1,1159.611825122107,end,
5506,3c993bd2_1,1162.1720097105772,start,
4336,3c993bd2_1,1163.0349999999996,start_play,"['pass', 'openplay']"
4337,3c993bd2_1,1163.1849999999997,end_play,"['pass', 'openplay']"
5508,3c993bd2_1,1164.6720097105772,end,
5509,3c993bd2_1,1167.263063735225,start,
4338,3c993bd2_1,1167.675,start_play,"['pass', 'openplay']"
4339,3c993bd2_1,1167.825,end_play,"['pass', 'openplay']"
4340,3c993bd2_1,1170.595,start_play,"['pass', 'openplay']"
4341,3c993bd2_1,1170.7450000000001,end_play,"['pass', 'openplay']"
5512,3c993bd2_1,1171.0745954636186,end,
5513,3c993bd2_1,1173.95023431162,start,
4342,3c993bd2_1,1174.8749999999998,start_play,"['pass', 'openplay']"
4343,3c993bd2_1,1175.0249999999999,end_play,"['pass', 'openplay']"
5515,3c993bd2_1,1176.45023431162,end,
5516,3c993bd2_1,1177.5106668030658,start,
4344,3c993bd2_1,1178.5149999999999,start_play,"['pass', 'openplay']"
4345,3c993bd2_1,1178.665,end_play,"['pass', 'openplay']"
4346,3c993bd2_1,1180.2350000000004,start_play,"['pass', 'openplay']"
4347,3c993bd2_1,1180.3850000000004,end_play,"['pass', 'openplay']"
5519,3c993bd2_1,1182.0316404411724,end,
5520,3c993bd2_1,1188.2067095437287,start,
4348,3c993bd2_1,1188.52,start_challenge,['fouled']
4349,3c993bd2_1,1188.8200000000002,end_challenge,['fouled']
5522,3c993bd2_1,1190.7067095437287,end,
5523,3c993bd2_1,1406.638681844729,start,
4350,3c993bd2_1,1408.635,start_play,"['pass', 'openplay']"
4351,3c993bd2_1,1408.785,end_play,"['pass', 'openplay']"
5525,3c993bd2_1,1409.138681844729,end,
5526,3c993bd2_1,1409.8900603223856,start,
4352,3c993bd2_1,1410.555,start_play,"['pass', 'openplay']"
4353,3c993bd2_1,1410.7050000000002,end_play,"['pass', 'openplay']"
5528,3c993bd2_1,1412.3900603223856,end,
5529,3c993bd2_1,1412.9132537044934,start,
4354,3c993bd2_1,1413.555,start_play,"['pass', 'openplay']"
4355,3c993bd2_1,1413.7050000000002,end_play,"['pass', 'openplay']"
5531,3c993bd2_1,1415.4132537044934,end,
5532,3c993bd2_1,1418.3966722342566,start,
4356,3c993bd2_1,1419.555,start_play,"['pass', 'openplay']"
4357,3c993bd2_1,1419.7050000000002,end_play,"['pass', 'openplay']"
5534,3c993bd2_1,1420.8966722342566,end,
5535,3c993bd2_1,1421.777740278315,start,
4358,3c993bd2_1,1423.1600000000003,start_challenge,['ball_action_forced']
4359,3c993bd2_1,1423.4600000000005,end_challenge,['ball_action_forced']
5537,3c993bd2_1,1424.277740278315,end,
5538,3c993bd2_1,1424.912077048106,start,
4360,3c993bd2_1,1425.555,start_play,"['pass', 'openplay']"
4361,3c993bd2_1,1425.7050000000002,end_play,"['pass', 'openplay']"
4362,3c993bd2_1,1427.4750000000001,start_play,"['pass', 'openplay']"
4363,3c993bd2_1,1427.6250000000002,end_play,"['pass', 'openplay']"
5541,3c993bd2_1,1428.638912076708,end,
5542,3c993bd2_1,1433.0814605841406,start,
4364,3c993bd2_1,1434.3550000000002,start_play,"['pass', 'openplay']"
4365,3c993bd2_1,1434.5050000000003,end_play,"['pass', 'openplay']"
5544,3c993bd2_1,1435.5814605841406,end,
5545,3c993bd2_1,1436.5739190367703,start,
4366,3c993bd2_1,1437.715,start_play,"['pass', 'openplay']"
4367,3c993bd2_1,1437.865,end_play,"['pass', 'openplay']"
5547,3c993bd2_1,1439.0739190367703,end,
5548,3c993bd2_1,1441.5897258985888,start,
4368,3c993bd2_1,1442.4350000000002,start_play,"['pass', 'openplay']"
4369,3c993bd2_1,1442.5850000000003,end_play,"['pass', 'openplay']"
4370,3c993bd2_1,1445.2400000000002,start_challenge,['ball_action_forced']
4371,3c993bd2_1,1445.5400000000004,end_challenge,['ball_action_forced']
5551,3c993bd2_1,1445.9445057444564,end,
5552,3c993bd2_1,1446.6371911526148,start,
4372,3c993bd2_1,1448.2000000000003,start_challenge,['challenge_during_ball_transfer']
4373,3c993bd2_1,1448.5000000000005,end_challenge,['challenge_during_ball_transfer']
4374,3c993bd2_1,1449.6799999999998,start_challenge,['fouled']
4375,3c993bd2_1,1449.98,end_challenge,['fouled']
5555,3c993bd2_1,1451.529005062629,end,
5556,3c993bd2_1,1479.1621764687306,start,
4376,3c993bd2_1,1479.555,start_play,"['pass', 'openplay']"
4377,3c993bd2_1,1479.7050000000002,end_play,"['pass', 'openplay']"
4378,3c993bd2_1,1481.9949999999997,start_play,"['pass', 'openplay']"
4379,3c993bd2_1,1482.1449999999998,end_play,"['pass', 'openplay']"
5559,3c993bd2_1,1483.544874915916,end,
5560,3c993bd2_1,1486.0768845005896,start,
4380,3c993bd2_1,1487.7999999999997,start_challenge,['opponent_rounded']
4381,3c993bd2_1,1488.1,end_challenge,['opponent_rounded']
5562,3c993bd2_1,1488.5768845005896,end,
5563,3c993bd2_1,1523.5720357490843,start,
4382,3c993bd2_1,1524.1150000000005,start_play,"['pass', 'freekick']"
4383,3c993bd2_1,1524.2650000000006,end_play,"['pass', 'freekick']"
5565,3c993bd2_1,1526.0720357490843,end,
5566,3c993bd2_1,1528.0929384220372,start,
4384,3c993bd2_1,1528.9549999999995,start_play,"['pass', 'openplay']"
4385,3c993bd2_1,1529.1049999999996,end_play,"['pass', 'openplay']"
5568,3c993bd2_1,1530.5929384220372,end,
5569,3c993bd2_1,1530.8319689323307,start,
4386,3c993bd2_1,1531.2750000000003,start_play,"['pass', 'openplay']"
4387,3c993bd2_1,1531.4250000000004,end_play,"['pass', 'openplay']"
5571,3c993bd2_1,1533.3319689323307,end,
5572,3c993bd2_1,1550.9807967281467,start,
4388,3c993bd2_1,1551.3150000000003,start_play,"['pass', 'openplay']"
4389,3c993bd2_1,1551.4650000000004,end_play,"['pass', 'openplay']"
5574,3c993bd2_1,1553.4807967281467,end,
5575,3c993bd2_1,1553.8208255266254,start,
4390,3c993bd2_1,1554.3600000000001,start_challenge,['ball_action_forced']
4391,3c993bd2_1,1554.6600000000003,end_challenge,['ball_action_forced']
5577,3c993bd2_1,1556.3208255266254,end,
5578,3c993bd2_1,1570.951257489629,start,
4392,3c993bd2_1,1572.9149999999997,start_play,"['pass', 'openplay']"
4393,3c993bd2_1,1573.0649999999998,end_play,"['pass', 'openplay']"
5580,3c993bd2_1,1573.451257489629,end,
5581,3c993bd2_1,1573.9471124070733,start,
4394,3c993bd2_1,1575.6,start_challenge,['opponent_dispossessed']
4395,3c993bd2_1,1575.9,end_challenge,['opponent_dispossessed']
5583,3c993bd2_1,1576.4471124070733,end,
5584,3c993bd2_1,1578.4546115804287,start,
4396,3c993bd2_1,1579.1200000000003,start_challenge,['opponent_dispossessed']
4397,3c993bd2_1,1579.4200000000005,end_challenge,['opponent_dispossessed']
5586,3c993bd2_1,1580.9546115804287,end,
5587,3c993bd2_1,1583.0620300762548,start,
4398,3c993bd2_1,1584.1150000000005,start_play,"['pass', 'openplay']"
4399,3c993bd2_1,1584.2650000000006,end_play,"['pass', 'openplay']"
4400,3c993bd2_1,1585.835,start_play,"['pass', 'openplay']"
4401,3c993bd2_1,1585.9850000000001,end_play,"['pass', 'openplay']"
5590,3c993bd2_1,1587.2376302323764,end,
5591,3c993bd2_1,1591.2228270856249,start,
4402,3c993bd2_1,1592.0350000000005,start_play,"['pass', 'openplay']"
4403,3c993bd2_1,1592.1850000000006,end_play,"['pass', 'openplay']"
5593,3c993bd2_1,1593.7228270856249,end,
5594,3c993bd2_1,1597.073388510402,start,
4404,3c993bd2_1,1597.48,start_challenge,['opponent_dispossessed']
4405,3c993bd2_1,1597.7800000000002,end_challenge,['opponent_dispossessed']
4406,3c993bd2_1,1598.5149999999999,start_play,"['pass', 'openplay']"
4407,3c993bd2_1,1598.665,end_play,"['pass', 'openplay']"
5597,3c993bd2_1,1600.555636874611,end,
5598,3c993bd2_1,1604.013899769564,start,
4408,3c993bd2_1,1604.9149999999997,start_play,"['pass', 'openplay']"
4409,3c993bd2_1,1605.0649999999998,end_play,"['pass', 'openplay']"
5600,3c993bd2_1,1606.513899769564,end,
5601,3c993bd2_1,1608.3984483798104,start,
4410,3c993bd2_1,1609.675,start_play,"['pass', 'openplay']"
4411,3c993bd2_1,1609.825,end_play,"['pass', 'openplay']"
5603,3c993bd2_1,1610.8984483798104,end,
5604,3c993bd2_1,1612.9000275073522,start,
4412,3c993bd2_1,1614.7199999999998,start_challenge,['opponent_dispossessed']
4413,3c993bd2_1,1615.02,end_challenge,['opponent_dispossessed']
5606,3c993bd2_1,1615.4000275073522,end,
5607,3c993bd2_1,1620.3539873459094,start,
4414,3c993bd2_1,1621.1950000000004,start_play,"['pass', 'openplay']"
4415,3c993bd2_1,1621.3450000000005,end_play,"['pass', 'openplay']"
4416,3c993bd2_1,1623.1549999999995,start_play,"['pass', 'openplay']"
4417,3c993bd2_1,1623.3049999999996,end_play,"['pass', 'openplay']"
4418,3c993bd2_1,1626.3950000000004,start_play,"['pass', 'openplay']"
4419,3c993bd2_1,1626.5450000000005,end_play,"['pass', 'openplay']"
5611,3c993bd2_1,1626.9373463883858,end,
5612,3c993bd2_1,1627.0719053070245,start,
4420,3c993bd2_1,1628.9949999999997,start_play,"['pass', 'openplay']"
4421,3c993bd2_1,1629.1449999999998,end_play,"['pass', 'openplay']"
5614,3c993bd2_1,1629.5719053070245,end,
5615,3c993bd2_1,1630.9938335130137,start,
4422,3c993bd2_1,1632.9149999999997,start_play,"['pass', 'openplay']"
4423,3c993bd2_1,1633.0649999999998,end_play,"['pass', 'openplay']"
5617,3c993bd2_1,1633.4938335130137,end,
5618,3c993bd2_1,1639.0931210641238,start,
4424,3c993bd2_1,1639.595,start_play,"['pass', 'openplay']"
4425,3c993bd2_1,1639.7450000000001,end_play,"['pass', 'openplay']"
5620,3c993bd2_1,1641.5931210641238,end,
5621,3c993bd2_1,1642.2167060072634,start,
4426,3c993bd2_1,1642.715,start_play,"['cross', 'openplay']"
4427,3c993bd2_1,1642.865,end_play,"['cross', 'openplay']"
5623,3c993bd2_1,1644.7167060072634,end,
5624,3c993bd2_1,1699.593389929204,start,
4428,3c993bd2_1,1700.4750000000001,start_throwin,['pass']
4429,3c993bd2_1,1700.6250000000002,end_throwin,['pass']
4430,3c993bd2_1,1702.1200000000003,start_challenge,['possession_retained']
4431,3c993bd2_1,1702.4200000000005,end_challenge,['possession_retained']
5627,3c993bd2_1,1703.936624734708,end,
5628,3c993bd2_1,1706.9475547015943,start,
4432,3c993bd2_1,1707.2750000000003,start_play,"['pass', 'openplay']"
4433,3c993bd2_1,1707.4250000000004,end_play,"['pass', 'openplay']"
5630,3c993bd2_1,1709.4475547015943,end,
5631,3c993bd2_1,1710.865721400197,start,
4434,3c993bd2_1,1712.2750000000003,start_play,"['pass', 'openplay']"
4435,3c993bd2_1,1712.4250000000004,end_play,"['pass', 'openplay']"
5633,3c993bd2_1,1713.365721400197,end,
5634,3c993bd2_1,1713.4277344868678,start,
4436,3c993bd2_1,1714.5149999999999,start_play,"['pass', 'openplay']"
4437,3c993bd2_1,1714.665,end_play,"['pass', 'openplay']"
5636,3c993bd2_1,1715.9277344868678,end,
5637,3c993bd2_1,1718.33301679737,start,
4438,3c993bd2_1,1719.715,start_play,"['pass', 'openplay']"
4439,3c993bd2_1,1719.865,end_play,"['pass', 'openplay']"
5639,3c993bd2_1,1720.83301679737,end,
5640,3c993bd2_1,1724.8351957798704,start,
4440,3c993bd2_1,1725.1950000000004,start_play,"['pass', 'openplay']"
4441,3c993bd2_1,1725.3450000000005,end_play,"['pass', 'openplay']"
5642,3c993bd2_1,1727.3351957798704,end,
5643,3c993bd2_1,1728.0269192551714,start,
4442,3c993bd2_1,1729.7549999999999,start_play,"['pass', 'openplay']"
4443,3c993bd2_1,1729.905,end_play,"['pass', 'openplay']"
5645,3c993bd2_1,1730.5269192551714,end,
5646,3c993bd2_1,1731.0875796015443,start,
4444,3c993bd2_1,1732.555,start_play,"['pass', 'openplay']"
4445,3c993bd2_1,1732.7050000000002,end_play,"['pass', 'openplay']"
5648,3c993bd2_1,1733.5875796015443,end,
5649,3c993bd2_1,1733.655920772734,start,
4446,3c993bd2_1,1734.2750000000003,start_play,"['pass', 'openplay']"
4447,3c993bd2_1,1734.4250000000004,end_play,"['pass', 'openplay']"
4448,3c993bd2_1,1736.1950000000004,start_play,"['pass', 'openplay']"
4449,3c993bd2_1,1736.3450000000005,end_play,"['pass', 'openplay']"
5652,3c993bd2_1,1737.3207925325396,end,
5653,3c993bd2_1,1738.0023239358195,start,
4450,3c993bd2_1,1738.9949999999997,start_play,"['pass', 'openplay']"
4451,3c993bd2_1,1739.1449999999998,end_play,"['pass', 'openplay']"
5655,3c993bd2_1,1740.5023239358195,end,
5656,3c993bd2_1,1741.1419990548902,start,
4452,3c993bd2_1,1742.3550000000002,start_play,"['pass', 'openplay']"
4453,3c993bd2_1,1742.5050000000003,end_play,"['pass', 'openplay']"
4454,3c993bd2_1,1743.835,start_play,"['pass', 'openplay']"
4455,3c993bd2_1,1743.9850000000001,end_play,"['pass', 'openplay']"
4456,3c993bd2_1,1746.1150000000005,start_play,"['pass', 'openplay']"
4457,3c993bd2_1,1746.2650000000006,end_play,"['pass', 'openplay']"
4458,3c993bd2_1,1747.4750000000001,start_play,"['pass', 'openplay']"
4459,3c993bd2_1,1747.6250000000002,end_play,"['pass', 'openplay']"
4460,3c993bd2_1,1749.8749999999998,start_play,"['pass', 'openplay']"
4461,3c993bd2_1,1750.0249999999999,end_play,"['pass', 'openplay']"
5662,3c993bd2_1,1751.0386841288591,end,
5663,3c993bd2_1,1752.5860838151466,start,
4462,3c993bd2_1,1753.835,start_play,"['pass', 'openplay']"
4463,3c993bd2_1,1753.9850000000001,end_play,"['pass', 'openplay']"
4464,3c993bd2_1,1756.1150000000005,start_play,"['pass', 'openplay']"
4465,3c993bd2_1,1756.2650000000006,end_play,"['pass', 'openplay']"
5666,3c993bd2_1,1757.309466525011,end,
5667,3c993bd2_1,1758.784726081778,start,
4466,3c993bd2_1,1759.595,start_play,"['pass', 'openplay']"
4467,3c993bd2_1,1759.7450000000001,end_play,"['pass', 'openplay']"
4468,3c993bd2_1,1762.555,start_play,"['pass', 'openplay']"
4469,3c993bd2_1,1762.7050000000002,end_play,"['pass', 'openplay']"
5670,3c993bd2_1,1763.1945667204036,end,
5671,3c993bd2_1,1766.2897707064258,start,
4470,3c993bd2_1,1767.0350000000005,start_play,"['pass', 'openplay']"
4471,3c993bd2_1,1767.1850000000006,end_play,"['pass', 'openplay']"
5673,3c993bd2_1,1768.7897707064258,end,
5674,3c993bd2_1,1805.85474573148,start,
4472,3c993bd2_1,1806.875,start_throwin,['pass']
4473,3c993bd2_1,1807.025,end_throwin,['pass']
5676,3c993bd2_1,1808.35474573148,end,
5677,3c993bd2_1,1810.9306000021447,start,
4474,3c993bd2_1,1811.835,start_play,"['pass', 'openplay']"
4475,3c993bd2_1,1811.9850000000001,end_play,"['pass', 'openplay']"
5679,3c993bd2_1,1813.4306000021447,end,
5680,3c993bd2_1,1814.3653364701856,start,
4476,3c993bd2_1,1815.715,start_play,"['pass', 'openplay']"
4477,3c993bd2_1,1815.865,end_play,"['pass', 'openplay']"
5682,3c993bd2_1,1816.8653364701856,end,
5683,3c993bd2_1,1818.828772589668,start,
4478,3c993bd2_1,1819.155,start_play,"['pass', 'openplay']"
4479,3c993bd2_1,1819.305,end_play,"['pass', 'openplay']"
4480,3c993bd2_1,1821.475,start_play,"['pass', 'openplay']"
4481,3c993bd2_1,1821.625,end_play,"['pass', 'openplay']"
5686,3c993bd2_1,1822.6648773542136,end,
5687,3c993bd2_1,1825.556391335532,start,
4482,3c993bd2_1,1826.3550000000002,start_play,"['pass', 'openplay']"
4483,3c993bd2_1,1826.5050000000003,end_play,"['pass', 'openplay']"
5689,3c993bd2_1,1828.056391335532,end,
5690,3c993bd2_1,1828.4138905807024,start,
4484,3c993bd2_1,1829.3550000000002,start_play,"['pass', 'openplay']"
4485,3c993bd2_1,1829.5050000000003,end_play,"['pass', 'openplay']"
5692,3c993bd2_1,1830.9138905807024,end,
